sn,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,cond_all
1436,4073,Bull,1.3459,1.344,1.3456,4089,Bear,1.3497,1.348,1.3483,4092,Bull,1.3457,1.3436,1.3455,4115,Bear,1.3524,1.3509,1.3512,4119,Bull,1.3512,1.3492,1.351,4123,Bear,1.3525,1.3459,1.3467,TRUE
93,3920,Bear,1.3743,1.3724,1.3733,3930,Bull,1.3673,1.3653,1.367,3944,Bear,1.369,1.3676,1.3677,4092,Bull,1.3457,1.3436,1.3455,4123,Bear,1.3525,1.3459,1.3467,4141,Bull,1.3395,1.3358,1.338,TRUE
541,3920,Bear,1.3743,1.3724,1.3733,3975,Bull,1.359,1.3573,1.3582,4023,Bear,1.3662,1.3633,1.3656,4092,Bull,1.3457,1.3436,1.3455,4123,Bear,1.3525,1.3459,1.3467,4141,Bull,1.3395,1.3358,1.338,TRUE
891,3944,Bear,1.369,1.3676,1.3677,3975,Bull,1.359,1.3573,1.3582,4023,Bear,1.3662,1.3633,1.3656,4092,Bull,1.3457,1.3436,1.3455,4123,Bear,1.3525,1.3459,1.3467,4141,Bull,1.3395,1.3358,1.338,TRUE
1607,4454,Bull,1.3552,1.3487,1.349,4483,Bear,1.3601,1.357,1.36,4492,Bull,1.3587,1.3555,1.3572,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,TRUE
1253,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4711,Bull,1.3298,1.3272,1.3291,TRUE
1257,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,TRUE
1553,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4711,Bull,1.3298,1.3272,1.3291,TRUE
1557,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,TRUE
1649,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4711,Bull,1.3298,1.3272,1.3291,TRUE
1653,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,TRUE
1715,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4711,Bull,1.3298,1.3272,1.3291,TRUE
1719,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,TRUE
85,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4767,Bull,1.3228,1.3202,1.3219,TRUE
93,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4767,Bull,1.3228,1.3202,1.3219,TRUE
141,4502,Bear,1.3638,1.3609,1.3616,4514,Bull,1.3611,1.36,1.3605,4520,Bear,1.3643,1.3619,1.3635,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4767,Bull,1.3228,1.3202,1.3219,TRUE
1045,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4767,Bull,1.3228,1.3202,1.3219,TRUE
1053,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4767,Bull,1.3228,1.3202,1.3219,TRUE
1101,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4767,Bull,1.3228,1.3202,1.3219,TRUE
1357,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4767,Bull,1.3228,1.3202,1.3219,TRUE
1365,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4767,Bull,1.3228,1.3202,1.3219,TRUE
1413,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4767,Bull,1.3228,1.3202,1.3219,TRUE
1651,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4767,Bull,1.3228,1.3202,1.3219,TRUE
1659,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4767,Bull,1.3228,1.3202,1.3219,TRUE
1707,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4767,Bull,1.3228,1.3202,1.3219,TRUE
49,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4777,Bull,1.3207,1.3185,1.3201,TRUE
59,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4777,Bull,1.3207,1.3185,1.3201,TRUE
125,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4777,Bull,1.3207,1.3185,1.3201,TRUE
469,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4777,Bull,1.3207,1.3185,1.3201,TRUE
479,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4777,Bull,1.3207,1.3185,1.3201,TRUE
545,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4777,Bull,1.3207,1.3185,1.3201,TRUE
877,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4777,Bull,1.3207,1.3185,1.3201,TRUE
887,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4777,Bull,1.3207,1.3185,1.3201,TRUE
953,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4777,Bull,1.3207,1.3185,1.3201,TRUE
57,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4807,Bull,1.3114,1.3082,1.3092,TRUE
69,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4807,Bull,1.3114,1.3082,1.3092,TRUE
153,4520,Bear,1.3643,1.3619,1.3635,4528,Bull,1.3594,1.3573,1.3585,4544,Bear,1.3639,1.3624,1.3635,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,TRUE
585,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4807,Bull,1.3114,1.3082,1.3092,TRUE
597,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4807,Bull,1.3114,1.3082,1.3092,TRUE
681,4520,Bear,1.3643,1.3619,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,TRUE
1107,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4636,Bear,1.3439,1.342,1.343,4807,Bull,1.3114,1.3082,1.3092,TRUE
1119,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4624,Bull,1.336,1.3273,1.3357,4687,Bear,1.3438,1.3419,1.3424,4807,Bull,1.3114,1.3082,1.3092,TRUE
1203,4544,Bear,1.3639,1.3624,1.3635,4575,Bull,1.3603,1.3538,1.3591,4592,Bear,1.3621,1.3604,1.3605,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,TRUE
379,4636,Bear,1.3439,1.342,1.343,4654,Bull,1.3356,1.3313,1.334,4687,Bear,1.3438,1.3419,1.3424,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4880,Bull,1.3087,1.3051,1.3059,TRUE
499,4636,Bear,1.3439,1.342,1.343,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4880,Bull,1.3087,1.3051,1.3059,TRUE
659,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4880,Bull,1.3087,1.3051,1.3059,TRUE
392,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4892,Bull,1.304,1.3028,1.3035,TRUE
394,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4880,Bull,1.3087,1.3051,1.3059,4884,Bear,1.3125,1.308,1.3092,4892,Bull,1.304,1.3028,1.3035,TRUE
625,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4901,Bull,1.3024,1.301,1.3023,TRUE
629,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4880,Bull,1.3087,1.3051,1.3059,4884,Bear,1.3125,1.308,1.3092,4901,Bull,1.3024,1.301,1.3023,TRUE
470,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4922,Bull,1.3015,1.3,1.3007,TRUE
478,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4880,Bull,1.3087,1.3051,1.3059,4884,Bear,1.3125,1.308,1.3092,4922,Bull,1.3015,1.3,1.3007,TRUE
484,4687,Bear,1.3438,1.3419,1.3424,4711,Bull,1.3298,1.3272,1.3291,4735,Bear,1.3418,1.3391,1.3392,4901,Bull,1.3024,1.301,1.3023,4909,Bear,1.3079,1.3023,1.3067,4922,Bull,1.3015,1.3,1.3007,TRUE
725,4687,Bear,1.3438,1.3419,1.3424,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4901,Bull,1.3024,1.301,1.3023,4909,Bear,1.3079,1.3023,1.3067,4922,Bull,1.3015,1.3,1.3007,TRUE
1125,4735,Bear,1.3418,1.3391,1.3392,4807,Bull,1.3114,1.3082,1.3092,4856,Bear,1.3195,1.3147,1.3158,4901,Bull,1.3024,1.301,1.3023,4909,Bear,1.3079,1.3023,1.3067,4922,Bull,1.3015,1.3,1.3007,TRUE
1638,5067,Bear,1.3299,1.328,1.3289,5098,Bull,1.3179,1.3157,1.3175,5117,Bear,1.3225,1.3206,1.3222,5151,Bull,1.3088,1.3067,1.3083,5168,Bear,1.3116,1.3087,1.3092,5170,Bull,1.3099,1.3051,1.3085,TRUE
1442,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5311,Bull,1.3064,1.3046,1.3059,5314,Bear,1.3108,1.3093,1.3098,5366,Bull,1.3028,1.2982,1.2984,TRUE
1443,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5311,Bull,1.3064,1.3046,1.3059,5336,Bear,1.3107,1.3085,1.309,5366,Bull,1.3028,1.2982,1.2984,TRUE
1258,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5311,Bull,1.3064,1.3046,1.3059,5314,Bear,1.3108,1.3093,1.3098,5432,Bull,1.3001,1.2973,1.3,TRUE
1263,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5311,Bull,1.3064,1.3046,1.3059,5336,Bear,1.3107,1.3085,1.309,5432,Bull,1.3001,1.2973,1.3,TRUE
1273,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5366,Bull,1.3028,1.2982,1.2984,5386,Bear,1.3057,1.3023,1.3053,5432,Bull,1.3001,1.2973,1.3,TRUE
1275,5199,Bear,1.3183,1.3161,1.3172,5222,Bull,1.3142,1.3106,1.3134,5224,Bear,1.3176,1.314,1.315,5366,Bull,1.3028,1.2982,1.2984,5414,Bear,1.3054,1.3034,1.3037,5432,Bull,1.3001,1.2973,1.3,TRUE
1543,5199,Bear,1.3183,1.3161,1.3172,5247,Bull,1.3113,1.3087,1.3108,5294,Bear,1.3167,1.3135,1.3161,5366,Bull,1.3028,1.2982,1.2984,5386,Bear,1.3057,1.3023,1.3053,5432,Bull,1.3001,1.2973,1.3,TRUE
1545,5199,Bear,1.3183,1.3161,1.3172,5247,Bull,1.3113,1.3087,1.3108,5294,Bear,1.3167,1.3135,1.3161,5366,Bull,1.3028,1.2982,1.2984,5414,Bear,1.3054,1.3034,1.3037,5432,Bull,1.3001,1.2973,1.3,TRUE
2295,5224,Bear,1.3176,1.314,1.315,5247,Bull,1.3113,1.3087,1.3108,5294,Bear,1.3167,1.3135,1.3161,5366,Bull,1.3028,1.2982,1.2984,5386,Bear,1.3057,1.3023,1.3053,5432,Bull,1.3001,1.2973,1.3,TRUE
2297,5224,Bear,1.3176,1.314,1.315,5247,Bull,1.3113,1.3087,1.3108,5294,Bear,1.3167,1.3135,1.3161,5366,Bull,1.3028,1.2982,1.2984,5414,Bear,1.3054,1.3034,1.3037,5432,Bull,1.3001,1.2973,1.3,TRUE
